Date,250092006_1,250092006_3,250095005_1,250095005_3,250096001_1,250213003_3,250230005_1,250230005_2,250230005_3,250250002_1,250250042_1,250250042_3,250250043_1,250250043_2,250250043_3,250250044_1,250250044_3,250250044_4,330150014_1,330150014_6,330150018_1,330150018_2,330150018_3,330150018_4
3/12/2016,,5,,2.8,,,,,3.4,,,7,3.1,3.5,6.4,,4,5.7,,3.9,,,4,
3/14/2016,,4.8,,4.2,,,,,4.5,,,7.5,5.8,3.7,4.1,,4.5,6.4,,5.5,,,3,
3/15/2016,,2.3,,1.5,,,,,0.4,,,4,2.7,3.7,1.7,,2.6,2.7,,3,,,0.3,
3/17/2016,,2.6,,3.1,,,,,1.4,,,3.7,4.7,2.5,2.2,,5.1,4.1,,3,,,2,
3/18/2016,,3.1,,2.3,,,,,1.6,,,4.2,5.7,5.7,3.2,,4.2,5,,2.4,,,2.6,
3/20/2016,,1.3,,2.3,,,,,1.2,,,6,3.3,4.8,1.7,,3,5.4,,2,,,3.5,
3/21/2016,,2.2,,3.8,,,,,1.4,,,5.9,5.9,6.7,8.9,,6,8,,2.9,,,4,
3/23/2016,,8.8,,7.9,,,,,7.5,,,8.7,8.7,7.2,8.8,,10,9.8,,7.8,,,6,
3/24/2016,,7.2,,4.1,,,,,5.2,,,7.6,4.9,3.2,4.7,,3.6,6.1,,2.9,,,4.2,
3/26/2016,,4.5,,4.3,,,,,3.5,,,3.9,2.7,2.2,3.3,,3,4.5,,2,,,3.9,
3/27/2016,,4.6,,5.3,,,,,3.3,,,7.4,2.7,2.7,4.5,,3.5,4.5,,2.6,,,7,
3/29/2016,,4.1,,2.1,,,,,-1.2,,,3,4.6,4.6,4.1,,4.7,4.7,,0.8,,,2.2,
3/30/2016,,4.1,,2.5,,,,,3.7,,,6.7,4.5,4.4,5.7,,5.5,7.2,,3,,,3.7,
4/1/2016,,6.6,,6.6,,,,,4.5,,,1,6.9,6.7,4.3,,5.2,0.2,,4.1,,,3.7,
4/2/2016,,5.2,,4.1,,,,,2.6,,,3.1,4.8,4.9,4.9,,4.6,5.4,,5.1,,,3,
4/4/2016,,3.8,,,,,,,1.1,,,7.8,2.8,4.6,5.5,,5.1,7.8,,3.4,,,4.7,
4/5/2016,,4,,,,,,,2.3,,,8.2,6.6,6.2,9.8,,7,9.7,,4.3,,,4.9,
4/6/2016,,5.3,3.7,5,4.6,,4.4,5.4,5.3,5.7,4.7,8.4,6.2,6,8.5,6.9,8.4,10.3,,2.3,3.9,4.5,5.3,
4/7/2016,,6,,4,,,,,4,,,4.7,6.5,5.5,3.7,,6,5.2,,6.7,,,2.2,
4/8/2016,,4.4,,3.7,,,,,1.2,,,3.8,6,6.2,6.6,,6.1,6.4,,2.1,,,3.1,
4/9/2016,,5.3,3.6,4.1,4.6,,4.4,5.4,3.9,6,2.8,6.1,7,6.9,7.2,5.7,6.2,8,,3.8,2.6,,3,3.1
4/10/2016,,4.3,,4.1,,,,,2,,,7.4,5.2,4.7,4.3,,4.1,6.9,,4.1,,,4,
4/11/2016,,6.5,,5.5,,,,,4.7,,,7.1,6.6,6.6,6.5,,7.3,6.1,,4.9,,,5,
4/12/2016,,5.4,4.9,6,3.4,,5.4,8,5.4,5.7,5,7.2,7.9,7.2,7.3,,7.2,6.8,,4.4,4.4,4.8,5.7,
4/13/2016,,4.5,,3.8,,,,,3.2,,,6.3,3.7,4,4.7,,,,,3.7,,,,
4/14/2016,,6.5,,3.8,,,,,4,,,7.5,3.5,4.8,6.2,,,,,3.2,,,,
4/15/2016,,4.9,5.5,4.9,5,,5.2,,3.8,8.1,5.7,8.1,9,5.1,6.2,,,,,3.7,3.3,,,4.9
4/16/2016,,5.2,,5.4,,,,,3,,,6.6,6.3,4.1,5.2,,,,,6,,,,
4/17/2016,,7.9,,5.9,,,,,4.9,,,9.3,7.4,6.2,7.2,,,,,8.3,,,,
4/19/2016,,6,,4.5,,,,,5.3,,,8,,,8.9,,,,,5.1,,,3.6,
4/20/2016,,4,,3.3,,,,,1.5,,,4.2,5.9,4,3,,,,,2.5,,,3.6,
4/21/2016,,8,4.8,6.8,3.8,,5.6,5.7,5.3,,6,5.8,8.2,8,6.2,9.5,10.6,9.6,,5.6,4.1,,3.5,4.4
4/22/2016,,12.7,,11.3,,,,,10,,,11.5,,,12.5,,15,13.3,,17.2,,,10.3,
4/23/2016,,7.8,,6.1,,,,,7,,,5,10.2,9,7.8,,9.3,7,,9,,,4.7,
4/25/2016,,8,,5.9,,,,,5.7,,,7.2,7.5,7.4,6.6,,7.9,7.5,,6.1,,,4.6,
4/26/2016,,3.7,,3.5,,,,,3.2,,,,5.5,6.1,4.7,,8.4,7.7,,1.1,,,3.4,
4/28/2016,,5.5,,3.1,,,,,1.6,,,4.5,4.6,5,3.1,,4.3,7.1,,3.6,,,3.3,
4/29/2016,,2.9,,4.1,,,,,2.4,,,6,4.2,4.7,2.2,,4.2,4.7,,3.6,,,3.6,
5/1/2016,,4.9,,4.7,,,,,4,,,5.6,4.1,4.2,4,,4.7,6.1,,4.5,,,4,
5/2/2016,,1.8,,1.3,,,,,3.2,,,2.5,3.3,3,3.3,,3.1,2.9,,0.6,,,1.6,
5/4/2016,,2.6,,2.8,,,,,0.3,,,2.4,1.9,2,2,,2.7,2.1,,3.3,,,1.9,
5/5/2016,,1.6,,1.7,,,,,0.1,,,0.9,1.7,1.4,0.5,,1.5,1.6,,-1.1,,,1.3,
5/7/2016,,2.6,,2.8,,,,,0.1,,,2.6,2.9,1.7,1.8,,1.7,1.3,,3.9,,,1.9,
5/8/2016,,5.1,,5.7,,,,,2.9,,,3,5,4.5,5.4,,3.6,3.2,,4.1,,,2.8,
5/10/2016,,5.2,,2.7,,,,,0.6,,,4.5,6.1,5.1,4.2,,8,7.9,,5.2,,,0.9,
5/11/2016,,8.1,,4.9,,,,,4.7,,,6.5,8.5,7.4,6.2,,8.1,7.3,,7.2,,,3.3,
5/13/2016,,8.2,,9.5,,,,,4.4,,,4.4,9.8,9.9,7.2,,8,4.4,,7.7,,,6.4,
5/17/2016,,6.5,,4,,,,,4.1,,,6.8,6.5,7.2,5.4,,7.9,7.7,,4.4,,,4,
5/19/2016,,4.8,,4.8,,,,,5,,,6.6,5.7,3.7,4.4,,5.1,4.4,,3.7,,,,
5/20/2016,,5.8,,4.7,,,,,4.4,,,6.4,6.1,8.3,5.8,,8.4,4.8,,4.4,,,3.3,
5/21/2016,,7.6,7.3,7.4,7.4,,6.1,6.4,6.2,8.1,6.2,7.2,8,8.3,6,6.9,6.4,6.1,,6,5.4,,5.1,5.6
5/22/2016,,6.2,,6.7,,,,,3.4,,,3.5,5.3,6.8,4.2,,3.3,3.5,,4.9,,,4.9,
5/23/2016,,7,,6.9,,,,,4,,,6.5,4.2,,,,7,4.2,,6.5,,,4.7,
5/25/2016,,8.7,,11,,,,,8.5,,,9.9,9.6,9.2,,,,,,7.5,,,6.7,
5/26/2016,,16.6,,14,,,,,15.3,,,17.8,14.8,14.8,,,,,,10.7,,,10.7,
5/27/2016,,19.6,13,16.6,15,,14.5,14.9,20,18.6,17.2,22.1,16.8,16.5,22.1,16.4,,,,10.7,12.3,,13.3,13.1
5/28/2016,,16.9,,19.7,,,,,17.5,,,10.1,14.7,13.7,15.8,,15.7,9.7,,17.6,,,12.6,
5/29/2016,,13,,12.8,,,,,17.2,,,16.8,10.7,10.3,13.1,,12.7,12,,9.2,,,20.6,
6/4/2016,,10,,10,,,,,10.6,,,4.9,9.5,9.1,11.2,,8.1,5.7,,4.1,,,5.1,
6/6/2016,,3,,7.8,,,,,5.8,,,1.7,5.5,3.1,4.5,,6.7,1.8,,5.3,,,3,
6/7/2016,,8.4,,10.7,,,,,11.1,,,5.6,9.9,10,10.5,,9.9,6.2,,12.1,,,5.2,
6/9/2016,,1.3,,3.6,,,,,2.5,,,3.4,4.6,4.7,,,4,3.5,,2.3,,,0.2,
6/10/2016,,2.5,,3.8,,,,,4,,,4.9,6.3,4.5,,,4.3,5.6,,2.6,,,0.8,
6/12/2016,,5.6,,9.5,,,,,8.1,,,4.7,8.4,7,7.4,,6.7,5.1,,4,,,4.4,
6/13/2016,,2,,5,,,,,,,,4.4,6.8,4,5.6,,2.1,3.1,,1.9,,,0,
6/15/2016,,2.5,,,,,,,,,,5,6.5,7.3,7,,5.5,4.7,,5.3,,,1,
6/16/2016,,7.7,,,,,,,,,,8.2,8.9,9.6,9.8,,8.6,6.9,,7.4,,,5,
6/18/2016,,7.1,,8.4,,,,,8.7,,,7.7,6.4,6.6,8.6,,7.5,6.7,,8.2,,,4.7,
6/19/2016,,6.4,,8.4,,,,,8.2,,,7.7,5.7,5.8,6.8,,6.4,6.6,,7.4,,,6.5,
6/21/2016,,6.4,,,,,,,7.3,,,3.9,7.3,7.3,7.8,,6.8,5.8,,8.5,,,,
6/22/2016,,3.5,,,,,,,6.7,,,7.4,7.6,6.6,7.1,,6.3,6.2,,4.8,,,,
6/24/2016,,5.7,,,,,,,9,,,7.2,7.2,7,7.4,,7.6,7.7,,5.8,,,,
6/25/2016,,7.3,,,,,,,11.1,,,8.3,7,8.2,6.9,,7.8,6.5,,6,,,,
6/27/2016,,6.7,,,,,,,7.4,,,5.7,6.8,7.1,6.5,,6.1,4.5,,8.2,,,,
6/28/2016,,4.4,,,,,,,5.6,,,2.5,5.7,7.1,4.4,,2.7,0.7,,7.7,,,,
6/30/2016,,6.1,,,,,,,7.1,,,5.5,9,9.5,6,,6.2,1.2,,,,,,
7/1/2016,,7.4,,,,,,,9,,,6.9,8.3,,6.5,,6.7,1.4,,10.5,,,,
7/3/2016,,6.2,,,,,,,9.5,,,7.7,7,7,6.2,,7.4,3.9,,11,,,,
7/4/2016,,9.7,,,,,,,12.4,,,11.7,10.2,,8.2,,10.2,7.2,,10.2,,,,
7/6/2016,,10.8,,,,,,,12.7,,,9.3,,,11.6,,13,7.5,,11.8,,,,
7/7/2016,,7.6,,9.9,,,,,11.1,,,7.2,9.7,,11.2,,6.6,0.6,,7,,,,
7/9/2016,,0.2,,,,,,,2.9,,,-0.6,3,,4.7,,3.1,-2.9,,1.8,,,,
7/10/2016,,0.3,,,,,,,2.2,,,1.2,2.6,,3.5,,2.3,-4,,2.3,,,,
7/12/2016,,5.6,,6.1,,,,,6.5,,,3.7,8.2,,7.8,,7.7,2.3,,9.4,,,,
7/13/2016,,5.3,,7.4,,,,,5.4,,,5.2,7.3,,8.5,,5.3,0.3,,9.6,8.8,,,
7/15/2016,,9.4,,7.5,,,,,11.8,,,6,11.7,,9,,7.7,2,,11.1,,,,
7/16/2016,,8.4,,5.7,,,,,10.9,,,5.6,8,,5.2,,5.2,0.5,,8.5,,,,
7/18/2016,,13.6,,9.7,,,,,13.6,,,6,11.4,,10.1,,11.2,3.8,,10.1,,,,
7/19/2016,,5.8,,4.4,,,,,6.3,,,5.3,,,7.5,,6.5,1.9,,6.8,,,,
7/21/2016,,8.8,,6.6,,,,,10.5,,,8.7,8.5,,11,,8.1,5.7,,,,,,
7/22/2016,,14.4,,10.5,,,,,16.4,,,10.9,14.9,14.9,13,,12.5,5,,,,,,
7/23/2016,,11.5,5.6,5.3,6,,8,8.1,8.5,7.1,7.6,6.2,13,14.9,9.3,8,6.8,2.7,10.5,10.1,6,,,
7/24/2016,,7.1,,3.5,,,,,6.5,,,4.8,8,,9.2,,3.7,0,,8,,,,
7/25/2016,,12.5,,7.1,,,,,13.1,,,9.7,11.4,11,11.7,,7.5,2.5,,10.3,,,,
7/30/2016,,8.6,,4.2,,,,,12.7,,,7.2,8.2,9.5,6.8,,6.7,0.3,,,,,6.7,
7/31/2016,,8.2,,5,,,,,10.5,,,6.4,8.5,,6.6,,7.3,-2,,,,,6.3,
8/2/2016,,5.6,,6.5,,,,,8,,,5.6,6.7,6,6.9,,6.5,-0.9,,,,,7.7,
8/3/2016,,5.4,,5.3,,,,,9,,,5.7,6.8,5.5,6.7,,6.7,-0.2,,,,,6.8,
8/5/2016,,7,,6,,,,,7.2,,,5.6,6.1,5.8,7.4,,6.3,-0.8,,,,,7.1,
8/6/2016,,8.6,,7.1,,,,,7.9,,,4.1,9.1,8.5,7.9,,,-1.7,,10.2,,,8.2,
8/8/2016,,4.2,,2.3,,,,,8.4,,,3.6,6,5.8,7.2,,,0.4,,5.3,,,4,
8/9/2016,,4.4,,3.9,,,,,8,,,3.3,5.6,4.5,7.9,,6.7,1.5,,5.2,,,5.7,
8/11/2016,,9.4,,8.5,,,,,10.5,,,5,10.3,,8.5,,7.7,-2.6,,12.4,,,8,
8/17/2016,,3.7,,2.9,,,,,4.2,,,-1.7,9.7,8.7,4.9,,2.3,-4,,5.4,,,3.8,
8/18/2016,,6.3,,3.5,,,,,4.6,,,5.4,7,,7.1,,6.2,0.4,,7.2,,,2.6,
8/20/2016,,5.9,,5,,,,,8.2,,,3.8,6.4,6.3,7,,5.3,-1.4,,6.2,7.5,,7.2,
8/21/2016,,4.4,,3.1,,,,,6.9,,,2.7,6.3,6,5.7,,4.1,-3.9,,5.2,,,5.2,
8/23/2016,,3.8,,3.7,,,,,7.9,,,5.2,6.9,5.4,7,,5,,,4.9,,,4,
8/24/2016,,7,,5.3,,,,,11.2,,,6,9.2,,9,,4,,,8.2,,,5.2,
8/26/2016,,8.4,,7.9,,,,,10.3,,,1.3,12.4,,10.1,,,,,9.6,,,6.5,
8/27/2016,,7.1,,4.6,,,,,10.4,,,4.4,7.9,9.4,8.5,,4.3,4.4,,7.1,,,6.3,
8/29/2016,,3,,3.4,,,,,8.7,,,1.5,6.3,7.5,5.8,,2.3,5.2,,5.4,,,4.7,
8/30/2016,,4.2,,3.9,,,,,7.5,,,4,8.7,10,7.1,,1.9,5.6,,5.8,,,3.7,
9/1/2016,,9.2,,8.2,,,,,8.8,,,2.6,10.1,10.3,7,,4.7,5.3,,9.2,,,6.7,
9/2/2016,,3.7,,4.6,,,,,8,,,4.6,4.6,4.7,5.8,,3.9,4.9,,5,,,5.6,
9/4/2016,,3.9,,6.7,,,,,8.5,,,4.1,4.4,3.8,6.1,,3.1,5.4,,4.9,,,6.3,
9/5/2016,,2.1,,2.8,,,,,6.5,,,3.8,3.5,3,5.7,,1.1,5.3,,3.5,,,5,
9/7/2016,,3.3,,1.5,,,,,7.5,,,-0.6,7.2,7.2,6.6,,2.1,2.8,,3.4,,,4.2,
9/10/2016,,7,,5,,,,,9.2,,,6.7,8.5,8.5,7.4,,6.3,7.5,,8.1,,,5,
9/11/2016,,8.3,,4.4,,,,,4.7,,,2.8,7.6,7.9,4.7,,2,7.5,,6.8,,,6,
9/13/2016,,4.9,,5.3,,,,,7.7,,,4.8,4.2,4.7,4.9,,3.5,7.3,,5,,,4.3,
9/14/2016,,6.8,,4.7,,,,,8,,,4.9,11.5,8.2,7.6,,3.2,6.3,,7.2,,,7.1,
9/15/2016,,1.2,2.1,1.7,1.9,,1.2,3.7,5.8,1.3,2.4,3.7,3.3,4.3,3.3,5.8,1.7,7.1,3.6,1.2,1.6,,3.5,
9/16/2016,,3.3,,3.2,,,,,8,,,6.8,6.3,4.7,5,,3.7,8.3,,4.4,,,4.2,
9/17/2016,,4.1,,3.2,,,,,8.5,,,4.9,5.7,4.8,5.6,,,6.7,,4,,,4.5,
9/19/2016,,7.4,,4.5,,,,,3.7,,,-2.8,5.4,5.7,0.3,,,-0.3,,6,,,4,
9/20/2016,,9.8,,6.7,,,,,3.5,,,-1,6.8,6.7,2.5,,,4,,6.7,,,5.3,
9/22/2016,,5.8,,6.3,,,,,8.9,,,3.9,6.6,6.7,5,,,8.6,,6.3,,,5.2,
9/23/2016,,4.4,,7.1,,,,,7.2,,,3,5.6,5.7,4.4,,,8.9,,4.2,,,4.9,
9/25/2016,,2,,4.6,,,,,3.5,,,4.9,5.1,4.7,7.9,,,9.6,,3.2,,,4.4,
9/26/2016,,2.3,,6.2,,,,,4.7,,,4.3,4.4,4,6.2,,,10.5,,4.4,,,4.5,
9/28/2016,,4.1,,6.8,,,,,6.4,,,3.2,3.2,,2.9,,6,8.4,,4.1,,,5.4,
9/29/2016,,1.9,,5.5,,,,,5.7,,,3.5,2.5,3,3.7,,5.4,7.8,,0.9,,,3.6,
9/30/2016,,2,5.3,3.2,2.9,,4.8,4.8,6,5.8,4,5,3.3,3.5,4.3,5.6,4.2,6.4,,4.3,2.4,,4.3,
10/1/2016,,0.3,,1.1,,,,,3.4,,,0.2,1.5,2.7,1.3,,3.2,6.7,,2.3,,,4.3,
10/2/2016,,1.3,,1.3,,,,,5.1,,,0.7,3.4,3.7,4.9,,3.6,6.9,,3.5,,,3.4,
10/4/2016,,4.4,,,,,,,7,,,4.4,6.8,7.6,4.1,,5.7,9.5,,3.5,,,5,
10/5/2016,,3,,,,,,,5.9,,,6.5,8.3,6.3,6,,6.1,11.2,,5.3,,,4.6,
10/7/2016,,7.5,,,,,,,8.6,,,8.5,11.4,9.7,9.9,,12.5,15.2,,9.3,,,6,
10/8/2016,,8.9,,7.6,,,,,7.7,,,1.5,8,8.8,8.7,,8.7,10.1,,7.9,,,6.3,
10/10/2016,,1.4,,2.2,,,,,1.6,,,3,8.2,7.1,7.1,,6.1,10.9,,0.9,,,4,
10/11/2016,,1.8,,2.7,,,,,4.7,,,6.9,7.5,,7.3,,7.5,13.2,,5,,,5,
10/13/2016,,3.5,,4.1,,,,,6.7,,,0.2,7.8,7.4,6.4,,8.9,9.7,,4.5,,,4.5,
10/14/2016,,0.8,,2.5,,,,,6.1,,,5.1,7,11.4,8.4,,5.9,12.3,,4.1,,,4.2,
10/16/2016,,6.8,,6.5,,,,,10.3,,,6.5,7.7,7.3,8.5,,7.5,10.2,,7.5,,,8.3,
10/17/2016,,9.9,,9,,,,,10,,,3.9,11.6,11.8,,,10.6,10.9,,8.4,,,7.3,
10/22/2016,,0,,1.2,,,,,0.2,,,-1.9,,,2.2,,2.6,5.8,,1.4,,,2.4,
10/23/2016,,1.1,,0.5,,,,,1.7,,,4.9,,,5.4,,3.1,9.7,,0.8,,,3.9,
10/25/2016,,-0.2,,1.1,,,,,,,,5.7,,,8.3,,6,12.4,,0.2,,,3.8,
10/26/2016,,-0.2,,1,,,,,,,,5.5,3.3,,11.5,,6.1,13.1,,2.9,,,5.6,
10/28/2016,,0.2,,0.5,,,,,,,,2.7,5.5,,9.4,,3.4,11.4,,3.8,,,3.7,
10/29/2016,,2.6,,3.4,,,,,3,,,5.7,5.1,5,9.4,,5.3,13.4,,4.1,,,6.1,
10/31/2016,,1.5,,1.8,,,,,2.1,,,,3.8,4.8,8.2,,6.2,14.9,,3.4,,,5.9,
11/1/2016,,3.5,,4.1,,,,,7,,,,5.8,,11.8,,10.3,17.2,,5.4,,,6.6,
11/3/2016,,8.7,,8.2,,,,,10.1,,,,10.7,10.7,17.1,,12.9,19.3,,8.4,,,10,
11/4/2016,,0.9,,1.5,,,,,-1.2,,,4.3,7.4,7.6,10.2,,5.1,13.5,,2.5,,,5.2,
11/6/2016,,2.2,,5,,,,,3.2,,,4.5,5.7,5.5,9.9,,6.9,14.7,,2.7,,,6.8,
11/7/2016,,1.1,,3.5,,,,,4.5,,,5.6,3.1,3.4,8.7,,5.7,14.5,,6.6,,,5.3,
11/9/2016,,6.2,,9.4,,,,,9.2,,,8.9,10.5,10.4,14.7,,12.6,19,,11.1,,,10.5,
11/10/2016,,1,,1.5,,,,,2.3,,,5,4.8,4.5,8.6,,7.2,16.2,,4.6,,,4.9,
11/11/2016,,1.9,1.4,0.2,1.9,,1.7,8.5,0.8,0.5,,5.7,6.8,7,10.8,2.2,5.1,15.1,,0.8,1.9,,5,
11/12/2016,,3.9,,0.3,,,,,1.2,,,6.2,3.8,3.9,7.6,,4,14.3,,2.5,,,4.5,
11/13/2016,,2.1,,1.7,,,,,4.5,,,5.8,4.5,4.9,8.1,,7.2,15.2,,4.4,,,6.1,
11/15/2016,,6.2,,6.1,,,,,5.5,,,10.6,7.6,8.6,12.1,,11.9,19.3,,10.9,,,9.3,
11/16/2016,,1.2,,2.1,,,,,2.5,,,4,4.4,3.9,6.7,,6.4,13.9,,1.6,,,4,
11/18/2016,,2,,1.8,,,,,4.4,,,7,9,8.5,11.8,,9.2,16.5,,7.2,,,,
11/19/2016,,3,,3.3,,,,,3.4,,,5.8,7,6.2,8.6,,5.1,13.6,,5.3,,,,
11/21/2016,,-1,,-0.4,,,,,-2.5,,,5.3,3.4,3.2,6.4,,3.8,13.3,,-0.1,,,,
11/22/2016,,-1.9,,-1,,,,,-2,,,5.2,5,5.5,7.3,,5.1,13.4,,1.9,,,,
11/24/2016,,3.7,,5.2,,,,,5.5,,,10.9,6.4,7.2,12.5,,8.7,17.7,,0.5,,,3.8,
11/25/2016,,5.1,,4.5,,,,,9.3,,,14,10.8,11.1,17,,11.8,20,,3.5,,,4,
11/27/2016,,1.5,,3,,,,,1.7,,,6.1,8.1,10.6,9,,6.2,14.8,,,,,3.2,
11/28/2016,,0.5,,3.6,,,,,5.5,,,9.4,8.9,7,10.6,,9.3,17.8,,,,,3.1,
11/30/2016,,1.7,,0.8,,,,,2,,,3.5,6.8,6.9,6.2,,6.3,12.9,,4,,,3,
12/1/2016,,0.9,,-0.1,,,,,0.5,,,3.1,4.9,4.2,6.2,,4.2,12.7,,0.6,,,-0.5,
12/3/2016,,-0.2,,-0.5,,,,,-2.2,,,3.9,6.4,6.9,9.4,,3.6,12.3,,2.3,,,0.8,
12/4/2016,,0.2,,1,,,,,2.1,,,5.5,6.2,7.4,11.1,,4.9,13.9,,3.6,,,3.1,
12/6/2016,,4.9,,6.1,,,,,4,,,8.6,8,5.8,10,,7.9,17.4,,6.8,,,5.8,
12/7/2016,,7.5,,9.5,,,,,4.4,,,11.3,8.3,8.2,13.5,,11.9,20.5,,9.8,,,7.1,
12/9/2016,,0,,0.1,,,,,-2.5,,,4.5,6.3,,9.2,,5.9,15.6,,0.1,,,1.5,
12/10/2016,,0.4,,1.8,,,,,-1.3,,,6.1,9.1,7.9,13.9,,4.9,15.5,,3.1,,,3.5,
12/12/2016,,4.1,,6.8,,,,,5.8,,,10.2,5.6,7,11.4,,9.2,18.9,,9.4,,,6.1,
12/13/2016,,4.8,,4,,,,,4.4,,,8.8,4.2,7.2,9.8,,8.6,18.9,,6,,,3.6,
12/15/2016,,1.5,,2.9,,,,,0.1,,,5.6,7.9,6.7,9.4,,7.1,18,,,,,3.4,
12/16/2016,,1.2,,4.8,,,,,1,,,10.5,15.6,7.9,13.2,,8.3,18.7,,7.4,,,5.9,
12/18/2016,,6,,5.4,,,,,3.4,,,7.8,11.4,8.4,12.7,,8.7,16.5,,7.5,,,7,
12/19/2016,,2.6,,5.1,,,,,0.7,,,7.8,7.2,7.2,12.7,,7.9,18.5,,6.5,,,5,
12/21/2016,,8,,8.4,,,,,8.3,,,14.7,10.2,9.7,17,,14.6,24.2,,13.9,,,7.8,
12/22/2016,,15,,15.5,,,,,14.9,,,20.8,19.1,18.5,23.5,,19.6,28.4,,15.3,,,12.4,
12/24/2016,,7.5,,7,,,,,,,,13.3,7.5,8,15.2,,12.1,19.2,,9.6,,,5.9,
12/25/2016,,1.6,,1.8,,,,,,,,4.9,5.6,7.3,9.8,,6,15.7,,4.1,,,1.6,
12/27/2016,,3.3,,1.9,,,,,1.9,,,2.8,6.9,7.9,10,,5.9,13.6,,4.1,,,1.7,
12/28/2016,,0.7,,0.8,,,,,1.1,,,6.9,7,8.4,10.7,,6,15.1,,3.4,,,0.7,
12/30/2016,,2.2,,1.6,,,,,-1.6,,,4.8,3.8,5.4,9.1,,6.5,14.8,,4.8,,,3.2,
12/31/2016,,3,,1.8,,,,,1.3,,,8.7,6.9,7.9,10.8,,6.5,15.2,,4.3,,,4,
8/13/2016,,,7.3,8.5,6.3,,8.9,8.7,10.5,6.7,8.5,7.4,8.7,8.3,8.6,8.1,6.7,-0.5,,8.9,7,,9.2,
5/14/2016,,,,5.5,,,,,4.3,,,2,7.8,6.7,5.5,,6,4.6,,7.2,,,4,
5/16/2016,,,,3.9,,,,,0.5,,,4.2,6.5,5.3,4.6,,6.8,7.3,,3.4,,,2.7,
5/31/2016,,,,6.8,,,,,9.2,,,,7.1,6.8,6.4,,6,4.2,,6.6,,,4.2,
6/1/2016,,,,6.6,,,,,7.5,,,,5.1,4.8,5.7,,5.9,4.9,,5.5,,,2.9,
6/3/2016,,,,12,,,,,6.4,,,,7.1,7.7,9.4,,5.8,6,,6.2,,,4.9,
7/27/2016,,,,2.7,,,,,8,,,4.2,6,6.3,6.9,,5.1,-0.9,,5.4,,,5.4,
7/28/2016,,,,7.7,,,,,13.2,,,8.8,11.3,12.2,7,,9.4,3.4,,,,,9.9,
8/12/2016,,,,4.3,,,,,7.8,,,1.3,7.2,7.2,2.2,,3.6,,,9.7,,,5.5,
8/14/2016,,,,1.8,,,,,6.4,,,-0.2,6.1,6.1,1.2,,3.8,-7.3,,7.4,,,4.5,
8/15/2016,,,,3.7,,,,,6.8,,,2,6.6,4.6,4.1,,4.7,-2.3,,5.6,,,4.3,
9/8/2016,,,,1.1,,,,,5.8,,,1,5.7,6.1,3.6,,3.2,2.2,,,,,3.9,
10/19/2016,,,,7.7,,,,,9.9,,,4.7,15.6,,,,10.6,13,,8.7,,,7.8,
10/20/2016,,,,4.3,,,,,8.2,,,4.6,8.7,6.3,,,5.9,9.2,,3.9,,,4.5,
